"x","y","name"
7.2730923,48.1261499,"Obere Sand"
7.2547015,48.1240984,"Saubrunnen"
7.2731127,48.1179829,"Neutal"
7.263736,48.1226824,"Plon"
7.2710536,48.1238477,"Kuehlgart"
7.2676731,48.1206381,"Unterwolfsloch"
7.2644484,48.1240123,"Am Roten Rank"
7.2513913,48.1213659,"Birkental"
7.2436869,48.1233274,"Langackkermatten"
7.2397807,48.1160372,"Palm"
7.2275156,48.1182872,"Hoell"
7.230291,48.0754723,"Kruetaecker"
7.2315803,48.0748107,"Schuetzengraben"
7.2359774,48.0729821,"Huehneraecker"
7.2330346,48.0738572,"Eselweg"
7.2319382,48.0763385,"Engelhof"
7.2311311,48.0757562,"Brudertal"
7.2359321,48.0764526,"Dahnen"
7.2368602,48.0751558,"Im Berg"
7.2337184,48.0762567,"Altenberg"
7.2352553,48.0756714,"Kuehlenmorgen"
7.6674041,48.5911115,"Steinaecker"
7.6711927,48.5904739,"Neustrasse"
7.6695691,48.5908489,"Hengstweg"
7.2382922,48.074651,"Erzgrub"
7.2383237,48.0758863,"Im Berg"
7.2401754,48.0761177,"Im Jungere"
7.2422726,48.078747,"Eichtal"
7.2441947,48.0778682,"Dickenloch"
7.2426453,48.0763919,"Dickenloch"
7.2389716,48.0725986,"Kirchmatten"
7.2381629,48.072288,"Gehrenacker"
7.2408165,48.0737299,"Weingarten"
7.2397373,48.0744757,"Im Boden"
7.2396083,48.0712183,"Lingmatten"
7.2347205,48.0687727,"Heinrichsloch"
7.237441,48.0687179,"Steinaecker"
7.2385599,48.070671,"Laegeraecker"
7.2393472,48.0701261,"Stiermatt"
7.2469983,48.0743306,"Elftagen"
7.2419219,48.0716487,"Lingmatten"
7.2343528,48.0723789,"Sattmann"
7.236303,48.0716422,"Feldreben"
7.2361838,48.0723844,"Feldaecker"
7.2369157,48.0706913,"Weinsudel"
7.2340345,48.0698396,"Heinrichsloch"
7.2328381,48.0721684,"Pfifferling"
7.2330955,48.0700354,"Froeschesser"
7.2323236,48.0695401,"Rinkental"
7.2336856,48.0709411,"Geissbuehl"
7.2353153,48.0703979,"Feldreben"
7.2347932,48.0706376,"Halden"
7.2304537,48.0715575,"Geisbuehl"
7.2292196,48.0706218,"Rinkental"
7.2246657,48.0725439,"Netteryweg"
7.2275143,48.0723974,"Germen"
7.2273321,48.0718164,"Girrymenzel"
7.230102,48.0725042,"Luginsland"
7.2274977,48.0759322,"Muerling"
7.223624,48.0775788,"Brudertal"
7.2158286,48.0784066,"Kohlgrueben"
7.2207324,48.0740406,"Dinghofwald"
7.2258181,48.0709097,"Rinnkental"
7.2106272,48.0776309,"Bannscheide"
7.1360801,48.0233806,"Ober-Solberg"
7.1403417,48.0238179,"Solberg"
7.1526616,48.0310628,"Geisbach"
7.6531228,48.5655734,"Neubrand"
7.6588485,48.6052423,"Bannwarthuette"
7.6592354,48.5879801,"Kriegaecker"
7.6559553,48.6025737,"Im Duttenedel"
7.6546774,48.6042883,"Duttenedel"
7.6591511,48.5862124,"Kleinfeld"
7.6588485,48.6031828,"Riedweg"
7.6691821,48.5967681,"Hohabwand"
7.6721751,48.5989776,"Nesselhurst"
7.6668159,48.6050468,"Beim Riedweg"
7.6688823,48.6010989,"Oberhausberger Feld"
7.6624378,48.6053017,"Staettel"
7.668861,48.603787,"Ruchental"
7.663981,48.6039953,"Osterland"
7.6628901,48.6067061,"Jaegerpfahl"
7.6528506,48.5860992,"Im Gaessel"
7.6507443,48.5876034,"Neben dem Kreuz am Dorf"
7.661706,48.5984299,"Straeng"
7.6611881,48.5927174,"Katzenweg"
7.6583159,48.5998787,"Kirschbaumweg"
7.6613677,48.5953788,"Gehren"
7.6593473,48.5925837,"Mittelabwand"
7.6553912,48.5999802,"Muenzbrunnen"
7.6570685,48.5926569,"Oberschaeffolsheim Feld"
7.6661403,48.5968713,"Weglaenge"
7.6573894,48.5973228,"Liesbuhl"
7.6585541,48.5899911,"Kriegaecker"
7.662801,48.5930179,"Scheidweg"
7.6645146,48.5964209,"Vierthalb"
7.6574849,48.5951849,"Oberer Katzenweg"
7.643949,48.586333,"Gebreit"
7.1146572,48.0535325,"Huttelbach"
7.6414794,48.5814198,"Achmatt"
7.6449496,48.5813579,"Niederwoerth"
7.6511011,48.5676861,"Jung Saint-Petergut"
7.6570291,48.6087209,"Lange Gewann"
7.6539372,48.6069944,"Hof"
7.6563528,48.569695,"Breuschwaeldchen"
7.6577141,48.571499,"Allmend"
7.6428571,48.6029636,"Muenzbrunnen"
7.6630561,48.6102381,"Stimmelsberg"
7.6382066,48.5889411,"Hirschberg"
7.6406701,48.5832635,"Muehlberg"
7.6421236,48.6038386,"Ueber die Strasse auf die Stirn"
7.6469228,48.6058622,"Kleine Steig"
7.6455105,48.6106927,"Musaumatt"
7.6370941,48.5914972,"Holdereck"
7.6431357,48.5718406,"Grenzau"
7.6508514,48.5744178,"Kuhlager"
7.6503896,48.5771604,"Spitzekreuz"
7.6396635,48.5859691,"Gebreit"
7.6533352,48.5730224,"Fuchsbuehl"
7.654826,48.5917095,"Wolfisheimer Bann"
7.6457043,48.5977018,"Auf den Mittelweg"
7.6384472,48.608301,"Hurtigheimer Strasse"
7.6536368,48.5762964,"Frauenhausmatten"
7.6538407,48.5788861,"Kaemmerle"
7.6498439,48.5790343,"Klein Feldel"
7.6391933,48.5955828,"Krummenacker"
7.6503032,48.5958032,"Griesweg"
7.6563843,48.5770778,"Nachtweid"
7.6418323,48.5795155,"Oberwoerth"
7.6491087,48.5895137,"Auf den Mittelweg"
7.6507056,48.572602,"Fuchsrain"
7.6364934,48.6068694,"Schiessstand"
7.6463905,48.5786116,"Hechtenwoerth"
7.6348489,48.596748,"Donnerloch"
7.6417978,48.5773681,"Gaenseckmatt"
7.6460588,48.6079289,"Mittelgewann"
7.64942,48.6091072,"Langer Berg"
7.6350468,48.5995771,"Nordfeld"
7.6362388,48.594755,"Offenbrettel"
7.6390104,48.603275,"Pfalz"
7.6555243,48.5890771,"Auf Wolfisheimer Bann"
7.6584203,48.5760131,"Muehlhoelzel"
7.6478399,48.6038323,"Alte Kapelle"
7.6334493,48.5940303,"Achenheimer Bann"
7.6411452,48.5902157,"Auf den Oberweg"
7.6375303,48.5933109,"Neuenberg"
7.6461922,48.5746184,"Neue Nachtweid"
7.6566226,48.5792906,"Tiergarten"
7.6462671,48.5768462,"Junkermatt"
7.6339634,48.607895,"Diebweg"
7.632476,48.5958278,"Schneider"
7.6504742,48.6003088,"Galgenrain"
7.6437736,48.5914495,"Ober und Mittelweg"
7.6503378,48.5816312,"Feldel"
7.6477179,48.5726103,"Neumatt"
7.6385111,48.6017094,"Hahngrod"
7.6519871,48.5911065,"Straeng"
7.6525004,48.6097121,"Hitzthal"
7.6560643,48.5815746,"Westermatt"
7.6368592,48.6051542,"Wasselnheimer Strasse"
7.0087828,48.9113582,"Neuweihershof"
7.7607428,48.5987622,"Wacken"
7.7108814,48.5806908,"Koenigshoffen"
7.7164308,48.571707,"Montagne-Verte"
7.7853922,48.6093549,"Robertsau"
7.7162189,48.5944995,"Cronenbourg"
7.7009764,48.5938176,"Hautepierre"
7.0451078,49.0016595,"Salzbronn"
7.2224881,48.0623721,"Untere Kirchwegaecker"
7.2255371,48.063253,"Rebgarten"
7.6470979,48.5577462,"Ueber das Straessel"
7.649522,48.5605707,"Bauernanwand"
7.6501488,48.5621534,"Amwender auf den Frittweg"
7.647836,48.5592816,"Im Annender"
7.4438087,48.9388563,"Wildenguth"
7.4491303,48.9650449,"Melch"
7.4569947,48.9362912,"Saegmuhle"
7.6606512,48.5577861,"Im Schlotten"
7.6637534,48.5551305,"Die Mollerten"
7.6593884,48.5583874,"In der Sandgrube"
7.6656851,48.5579467,"Jenseits der Werb"
7.6630166,48.5598502,"Auf die Weiteste Klamm"
7.66171,48.5585665,"Im Himmelthau"
7.66279,48.5569533,"Im Massholderhirsch"
7.6556875,48.5591587,"Altmatt"
7.6348296,48.5622855,"Beim Ziegelofen"
7.6322988,48.5577934,"Grossholz"
7.6288695,48.5622197,"Bauernfeld"
7.6359847,48.5574119,"Klein Zich"
7.6656198,48.5533681,"Die Mollerten"
7.6519466,48.5586949,"Am Schluesselberg"
7.6606471,48.5481118,"Auf die Landstrasse"
7.6623844,48.5492135,"Auf den Oeljockel"
7.6595772,48.5504313,"Jenseits der Werb"
7.6594181,48.5538603,"Im Massholderhirsch"
7.6603362,48.5512658,"Beim Herrenweg"
7.6536043,48.5559753,"Im Froschenberg"
7.6627703,48.5518836,"Im Gressen"
7.6531571,48.5565165,"Am Straessel"
7.6497086,48.5580469,"Ueber den Burgweg"
7.6468558,48.5556263,"Ueber den Schelmenweg"
7.6441519,48.5556561,"Beim Dorf"
7.6489044,48.5563444,"Ueber den Sundhauser Weg"
7.2487698,48.9864694,"Saumuehle"
7.6415451,48.5560172,"Auf Die Fuerhauepten"
7.6426946,48.5546537,"Ueber den Entzheimer Weg"
7.622645,48.5504672,"Im Bruechel"
7.6225828,48.5484089,"Auf der Fuchsmatt"
7.6637548,48.5625783,"Burgholzmatten"
7.6447137,48.563657,"Stiermatt"
7.6356339,48.5529095,"Rosheimer Weg"
7.6546969,48.5505499,"Spitalabwand"
7.6386972,48.5633199,"Nachtweid"
7.6289144,48.5497704,"Kreuzabwender"
7.6285503,48.5575593,"Grossholz"
7.6529566,48.5650536,"Neubrand"
7.6302019,48.5666283,"Hengsweid"
7.6464132,48.5482184,"Lache"
7.6521824,48.5525216,"Pfahl"
7.6331737,48.5543273,"Rang"
7.6295416,48.552989,"In der Gritt"
7.6427242,48.5641205,"Auf dem Weil"
7.6700019,48.5634291,"Gefruecht"
7.6470596,48.5637119,"Kuhlaeger"
7.6357219,48.5501052,"Schlittweg"
7.6520745,48.5511338,"Ueber den Sundhauser Weg"
7.6491752,48.5662224,"Klein Stegelmatt"
7.6247813,48.5479089,"Fuchsmatt"
7.6579912,48.5574988,"Sandgrube"
7.6206853,48.5526545,"Breit"
7.6335948,48.5664599,"Muehlhoelzel"
7.6435028,48.5523047,"Entzheimer Weg"
7.6587958,48.5617581,"Bugholz"
7.6535882,48.5555612,"Sundhauser Weg"
7.6307164,48.5540906,"Beim Rang"
7.6585241,48.5554475,"Froschenberg"
7.6253035,48.5648274,"Jungfraumatt"
7.636997,48.5664203,"Achenheimer Straessel"
7.6274622,48.5512944,"Gritt"
7.6261476,48.5544624,"Auf der Breit"
7.6569216,48.5584768,"Im Stein"
7.64924,48.5535476,"Schelmenweg"
7.2241249,48.9344616,"Neumuehle"
7.2945491,48.9656166,"Speckbronn"
7.4974304,48.2637143,"Rathsamhausen-le-Bas"
7.5190589,48.2696651,"Ehnwihr"
8.033303,48.7782413,"Korbmachergründe"
7.6159356,48.559015,"Im Widig"
7.6171615,48.5639614,"Wellauweg"
7.616031,48.5616125,"Vor dem Dorf"
7.6088098,48.5599137,"Auf das Steigel"
8.0507246,48.781589,"Schanz"
8.0450875,48.7792682,"Aufeld"
7.650957,48.6264704,"Kurle Schlatten"
7.6612452,48.6317877,"Oben am Muehlrain"
7.6365708,48.6346751,"Marktal"
7.6837719,48.6260328,"Mittelsteig"
7.6882979,48.6214263,"Hausberger Feld"
7.677836,48.6219057,"Kapelle"
7.6939212,48.6387699,"Wucher"
7.6511815,48.6177386,"Im Telegraph"
7.651363,48.6290317,"Kaehl"
7.688778,48.6266685,"Niederhausberger Steig"
7.6584096,48.6279053,"Bocksgarten"
7.6538953,48.6325206,"Muehlmatten"
7.6667239,48.6328541,"Dorfmatten"
7.6729385,48.6236273,"Schimmelacker"
7.6773225,48.63745,"Lampertheimer Pfad"
7.6611089,48.6128592,"Auf die Musau"
7.6778419,48.6160147,"Am Dingsheimerweg"
7.6433532,48.6272902,"Haspelacker"
7.6890301,48.6314192,"Liesaecker"
7.6609701,48.6158338,"Reben"
7.6805882,48.625964,"Alte Reben"
7.6509154,48.6374219,"Kammeraecker"
7.6639817,48.6160246,"Kirchenstuecke"
7.6786357,48.6114628,"Dreispitz"
7.6942118,48.6333149,"Niedermatten"
7.6512117,48.620707,"Schleifel"
7.6582003,48.6215708,"Bombenacker"
7.6545928,48.6276747,"Lange Schlatten"
7.6871477,48.6223396,"Oberste Klamm"
7.661291,48.6306044,"Baumaecker"
7.6769574,48.628821,"Neumatt"
7.6403037,48.6343654,"Offenheimer Weg"
7.6759438,48.6250324,"Hofacker"
7.6892285,48.6356442,"Acht Acker"
7.651893,48.61616,"Tabakaecker"
7.6500688,48.6310406,"Steinacker"
7.6559376,48.6253044,"Stieraecker"
7.6572326,48.6341193,"Muehlaecker"
7.6866584,48.6278632,"Schantzaecker"
7.6699872,48.6228935,"Mullenaecker"
7.6748188,48.6324546,"Biehnmatten"
7.6724197,48.6366524,"Kleinfeld"
7.6671938,48.6150386,"Wiedepfiff"
7.6813262,48.6196492,"Waldbruder am Dingsheimerweg"
7.6458271,48.6283908,"Sonnenberg"
7.6843814,48.6303753,"Hirschaecker"
7.6591284,48.6144682,"Lies"
7.6795522,48.624766,"Altes Tal"
7.6644041,48.6194396,"Muensteraecker"
7.6476859,48.6351263,"Flaschen"
7.6756855,48.616813,"Bei der Musau"
7.6950465,48.6348752,"Hohbuehl"
7.6515364,48.6222464,"Langen Straeng"
7.6519361,48.6244685,"Wohlenacker"
7.6565065,48.6302454,"Breit"
7.662548,48.6289181,"Kreuzweg"
7.6887861,48.6229913,"Neue Strasse"
7.6408826,48.6321507,"Auf die Matten"
7.6715901,48.6265434,"Pulveracker"
7.6880241,48.6375644,"Obersten Weg"
7.6522825,48.6140318,"Kupferbreit"
7.6484981,48.6298199,"Stutzheimer Tal"
7.6868308,48.6291406,"Sonnenberg"
7.6583322,48.6239047,"Pfuhlacker"
7.6767605,48.6319215,"Musau"
7.6752697,48.6210389,"Holzpfad"
7.6667104,48.6376993,"Auf die Kirche"
7.6704545,48.6151265,"Goeftal"
7.6804299,48.6344799,"Bruchmatten"
7.6468368,48.6271437,"Silberberg"
7.6563168,48.6154371,"Katzenstuecke"
7.680453,48.6308257,"Noell"
7.6672697,48.6228433,"Huebele"
7.6458535,48.637182,"Hoher Weg"
7.684553,48.6288696,"Schiltigheimer Klamm"
7.6830422,48.6222043,"Alter Berg"
7.6804611,48.6158416,"Festungsgelaende"
7.70007,48.6387421,"Langmatt"
7.6471763,48.6209889,"Dingsheimer Feld"
7.6571763,48.6322451,"Muehlrain"
7.6879839,48.6241585,"Spitz"
7.6642964,48.6241006,"Auf den Langen Weg"
7.6447612,48.6316766,"Talmatten"
7.6673259,48.6281975,"Ackerlaeng"
7.6837578,48.6372199,"Winkel"
7.6535734,48.6123294,"Bloyel"
7.677486,48.6142911,"Lange Straeng"
7.6466328,48.6312774,"Obermatten"
7.6891701,48.6286794,"Bremerthal"
7.6617355,48.6220749,"Schaeffolsheimer Klamm"
7.669887,48.6188245,"Schaftal"
7.6640386,48.6365709,"Am Dorf"
7.6800749,48.6290431,"Mulde"
7.6739611,48.6136073,"Auf dem Rohrberg"
7.685159,48.6348461,"Spittelaecker"
7.6473369,48.6256107,"Fuchsaecker"
7.6791148,48.630262,"Tiefeklamm"
7.6572542,48.6174023,"Wolfenaecker"
7.6854318,48.6206658,"Lange Straeng"
7.6640158,48.6312299,"Muehlweg"
7.6845641,48.6236249,"Berg Hinauf"
7.6391175,48.6368035,"Galgen"
7.6777052,48.6251555,"Riedklaemmel"
7.6952377,48.6370402,"Fuchsaecker"
7.6485324,48.6193164,"Stutzheimer Winkel"
7.6561051,48.6313341,"Unten an der Breit"
7.6869677,48.6260327,"Schiltigheimer Weg"
7.6491856,48.6331393,"Muehlgraben"
7.6606888,48.626363,"Odichsaecker"
7.663691,48.6339677,"Domherrenbreite"
7.6676071,48.6258558,"Krautaecker"
7.6782035,48.635871,"Mittelabwand"
7.6565939,48.611794,"Eschbruck"
7.6776677,48.6177719,"In den Tubsteinen"
7.6440033,48.6300166,"Stutzheimer Kreuz"
7.6917586,48.6291272,"Kehle"
7.6620974,48.61879,"Lehmann"
7.677886,48.62687,"Schlangenrain"
7.6669392,48.6180877,"Hasenlauf"
7.6566047,48.6360378,"Rebaecker"
7.6761701,48.6117994,"Pfaffenberg"
7.6903168,48.6339092,"Klosteraecker"
7.6485777,48.6236984,"Goldblumen"
7.658818,48.619557,"Schlittpfad"
7.605435,48.5525692,"Lochmatt"
7.5995864,48.5563296,"Auf der Krammer"
7.6156811,48.5544743,"Bitzen"
7.6146337,48.5635435,"Vor dem Dorf"
7.6093701,48.5535556,"Klein Brech"
7.6151265,48.5493588,"Auf die Breusch"
7.621579,48.5574331,"Stierbreit"
7.609076,48.5635992,"Liebertsloch"
7.608207,48.5509458,"Kraemmersloch"
7.6086029,48.5472376,"Beim Toten Mann"
7.6209104,48.5641586,"Haberland"
7.6128314,48.5436971,"Heiligenacker"
7.6085283,48.5665668,"Burgweg"
7.6043927,48.5608276,"Kolbersheimer Strasse Rechts"
7.6241858,48.5572415,"Vor dem Wald"
7.6026502,48.5574281,"Haul"
7.6149803,48.5647127,"Kohllappen"
7.6071532,48.5573043,"Gillmann"
7.6158808,48.5530044,"Gaensweide"
7.6092183,48.5552402,"Hinter der Kirche"
7.608862,48.561902,"Knoblochsberg"
7.6054866,48.5509814,"Neuer Graben"
7.6200475,48.5542011,"Muellersbreit"
7.6182783,48.5680052,"Sandberg"
7.6127638,48.5537516,"Luxmatt"
7.6080523,48.543755,"Fossacker"
7.6033606,48.5658604,"Kreuzbaeumel"
7.6029315,48.5549198,"Im Brech"
7.6153863,48.5456247,"Brunnplaetzel"
7.6138651,48.5678127,"Schanzgraben"
7.6068998,48.5560639,"Im Gillmann"
7.6203261,48.5482508,"Entzheimer Platz"
7.6046008,48.5585077,"Kolbersheimer Strasse Links"
7.6115078,48.5519039,"Reiterschlig"
7.6159118,48.5663985,"Weglaenge"
7.6141496,48.5530959,"Zwoelf Acker"
7.6071387,48.5456575,"Ueber den Duppigheimer Weg"
7.6112741,48.5618047,"Auf dem Knoblochsberg"
7.6082088,48.5491413,"Ketschenbreit"
7.6155131,48.5478885,"Flachacker"
7.6225526,48.5617612,"Herrenweg"
7.6138446,48.5484366,"Ziegelacker"
7.6130961,48.5651137,"Klamm"
7.6226581,48.554926,"Waeldel"
7.602899,48.563092,"Osterlaeng"
7.6193051,48.5581445,"Bauernwoerth"
7.6059626,48.5635341,"Am Liebertsloch"
7.6084204,48.5525794,"Gross Brech"
7.6170263,48.5512286,"Nachtweid"
7.6152289,48.5568366,"Stiermatt"
7.6182824,48.5661367,"Unter dem Sandberg"
7.6064319,48.5548787,"Im der Grub"
7.622255,48.5484023,"Auf der Fuchsmatt"
7.6098996,48.5651553,"Libberg"
7.6199569,48.5465477,"Auf die Entzheimer Strasse"
7.6111897,48.5468981,"Im Gruen"
7.6122923,48.5553819,"Tiefe Grube"
7.625246,48.5602677,"Auf den Spitalwald"
7.6118861,48.5454553,"Lang Streng"
7.6094738,48.5572322,"Herauf"
7.6093442,48.5693196,"Obere Muehlstraeng"
7.1289496,48.0784953,"Le Glasborn"
7.1501675,48.0790879,"Uhrhànawasla"
7.1332219,48.0661041,"Hohrodberg"
7.7734829,48.5887547,"Quartier des XV"
7.7523082,48.5529322,"Meinau"
7.7750282,48.6146431,"Cité de l'Ill"
7.7689848,48.5772545,"Esplanade"
7.7700484,48.5449085,"Le Polygone"
7.7703777,48.5383101,"Neuhof"
7.7672163,48.5292178,"Stockfeld"
7.1125118,48.0977709,"Les Hautes-Huttes"
7.0860387,48.0386712,"Le Sattel"
7.1556779,48.0789464,"Kuhberg"
7.3304754,48.6805955,"Le Hammer"
7.3343649,48.6834745,"Le Moulin de Champagne"
7.5950975,48.5508876,"Angelmatt (Burgerloos)"
7.5940325,48.5650397,"Sieben Acker"
7.5925163,48.5596722,"Spitzacker"
7.5760036,48.5681709,"Lange Straeng"
7.5722532,48.5593306,"Weidenmatt"
7.5937047,48.5618594,"Im Blaess"
7.5944448,48.5563418,"Im Neuen Berg"
7.5736208,48.5625538,"Im Punden Mund"
7.5857722,48.558123,"Burgacker"
7.5884216,48.5656742,"Steinacker"
7.5977345,48.5549115,"Im Brech"
7.5719161,48.5606958,"Wolfsacker"
7.5969289,48.5522072,"Breuschmatten"
7.586012,48.5628334,"Auf das Dorf"
7.5728527,48.5642181,"Am Bannscheid"
7.5772734,48.5575723,"Im Winkel auf den Kanal"
7.5981926,48.5605299,"Hangenbietenerweg"
7.5886092,48.5569861,"Im dem Weyergarten"
7.5790937,48.5629119,"Hangert"
7.5791498,48.5594728,"Auf dem Grun"
7.5803611,48.5710815,"Hohe Strasse"
7.5896716,48.5519502,"Nachtweide (Burgerloos)"
7.5776625,48.5621385,"In der Straeng"
7.5778426,48.5615848,"Im Mittelpfad"
7.5792088,48.5743049,"Boese Abwand"
7.5942995,48.553,"Auf den Kanal"
7.571523,48.5627768,"In der Bannscheide"
7.5942651,48.5666485,"Im Winkel"
7.5855914,48.557494,"Schlossmatt"
7.5968292,48.559067,"Tal"
7.5752593,48.5665257,"Kurze Straeng"
7.5735303,48.5595458,"Kohlenplatz"
7.5886635,48.5626275,"Auf die Gaerten"
7.5916045,48.5577998,"Zwoelfacker"
7.5778064,48.5646634,"Knoblochsberg"
7.5760979,48.5600023,"Neben der Muhle"
7.5861099,48.5673531,"Giessengehren"
7.5884526,48.5548624,"Wegmatt"
7.5722499,48.560454,"Luschen Egert"
7.5948734,48.5542862,"Im Coerper"
7.5985575,48.5633721,"Beim Wasserturm"
7.5804649,48.5700903,"Weglaenge"
7.5979744,48.5621887,"Auf der First"
7.5832998,48.5614454,"Am Wasserthurm"
7.5814629,48.5617465,"Vor der Stiegel"
7.5776866,48.5597833,"Wickersheimer Matt"
7.5935016,48.5633328,"Achernheimerweg"
7.5917296,48.5527142,"Im Bruchel"
7.5742006,48.5632109,"Rosenberg"
7.5859982,48.5587068,"Im Schlichtling"
7.57578,48.5702495,"Mittelabwand"
7.600086,48.5531062,"Neubruchmatt"
7.5709137,48.5609979,"In der Wolfshoehle"
7.5890171,48.5588569,"Hinter den Hoefen"
7.595996,48.5574101,"Kreuzblume"
7.5731626,48.5655642,"Lange Reben"
7.5749861,48.5588558,"Lange Matten"
7.5897682,48.5638136,"Schiessrain"
7.5892271,48.5575967,"Endgass"
7.5804988,48.5622795,"Im Kritt"
7.5783041,48.5586202,"Park"
7.581537,48.5676219,"Schlittweg"
7.5888698,48.5531955,"Stegmatt"
7.5768131,48.5630261,"Im Geissler"
7.5907784,48.5540257,"Bei der Schleuse"
7.5775511,48.5609731,"In den Breiten"
7.577699,48.5724949,"Herrenweg"
7.5911157,48.5546915,"Apotherkermatt"
7.1991779,48.121193,"Le Cras"
7.1857911,48.139206,"Les Allagoutes"
7.2339559,48.9627259,"Neubau"
7.2100113,48.0762952,"Roche du Corbeau"
7.0405166,48.0753511,"Misheimle"
7.162446,48.0750963,"Grüaholtz"
7.2080053,48.8870825,"Steinbacherhof"
7.3795231,48.183541,"Alsace"
7.5971308,48.5866653,"Holderhuerst"
7.6031152,48.5736199,"Oben am Soth"
7.5940503,48.5815527,"Im Fortsweg"
7.5903173,48.5850584,"Vogelsgesang"
7.5991956,48.572202,"Kolbsheimer Bruch"
7.6077566,48.5813323,"Hinter dem Dorf"
7.602679,48.5836555,"Gaensberg"
7.5896398,48.577426,"Spies"
7.5890401,48.5679234,"Giesengehren"
7.6034356,48.5866686,"Fuchsaecker"
7.6039113,48.5756659,"Soth"
7.5943369,48.5730075,"Lefern"
7.5926825,48.5863471,"Ueber den Handschuheimerweg"
7.6027287,48.5688759,"Hangenbietener Weg"
7.6122696,48.5793096,"Auf den Bach"
7.5872047,48.5810763,"Geisenbuckel"
7.586926,48.5841898,"Im Kaiser"
7.6058891,48.5851298,"Ortelsabwand"
7.583217,48.5751545,"Mittelberg"
7.5961507,48.5769334,"Woerthel"
7.5943021,48.5684004,"Obere Thalstraeng"
7.595366,48.5882375,"Im Hasenzehnten"
7.6063423,48.574319,"Fliess"
7.5973043,48.5813226,"In den Siebenaecker"
7.5842015,48.5730735,"Molsheimer Strasse"
7.5881792,48.5868134,"In der Lange Ackerlaenge"
7.599862,48.5706443,"Funf Wilgen"
7.6067297,48.5785861,"Bitzengaerten"
7.6133678,48.5822302,"Galgenberg"
7.6024641,48.5818451,"Schmittgaertel"
7.5941207,48.5780855,"Langbruch-Matten"
7.5896011,48.5830513,"Im Ladhof"
7.5859472,48.5702851,"Kolbsheimer Strasse"
7.6102751,48.5878329,"Obere Herrenstraeng"
7.6020783,48.5754249,"Bruch"
7.5975151,48.5849437,"Handschuheimerweg"
7.6078443,48.5725005,"Muehlstrasse"
7.5865099,48.5829571,"In der Weinpfuetz"
7.5934162,48.5823137,"Unten am Rebpfad"
7.5939383,48.5834778,"Oben am Rebpfad"
7.5991578,48.5740599,"Kleinfeld"
7.6067851,48.5834439,"Schlittweg"
7.5871035,48.5764101,"Tiergarten"
7.5913963,48.5755293,"Steinbronnerweg"
7.5925505,48.5702088,"Thalstraeng"
7.6045392,48.5892507,"Ittenheimer Feld"
7.6081179,48.5765248,"Achenheimer Bruechel"
7.5896594,48.5720082,"Osterlaeng"
7.5902556,48.5872674,"Bei der Handschuheimergasse"
7.6036897,48.5712563,"Wilgen"
7.6082124,48.5778733,"Bitzen"
7.593418,48.5794834,"Langbruch"
7.5887933,48.5819083,"Auf Langbruch"
7.6113525,48.5854343,"Untere Herrenstraeng"
7.5994378,48.5768169,"Schwall"
7.5988302,48.5661065,"Rotten"
7.2018084,47.9684626,"Thannwiller"
7.6182649,48.5794222,"Breite"
7.6369447,48.5741399,"Burgweg"
7.6313798,48.5909798,"Stuetzheimer Pfad"
7.616543,48.5907274,"Ittenheimer Winkel"
7.6252192,48.5690656,"Schloessel"
7.6333565,48.5770966,"Bruechel"
7.6195453,48.5854025,"Neuen Berg"
7.6287016,48.5939142,"Bluemel"
7.6151556,48.5862215,"Acht Acker"
7.6155327,48.5934359,"Herrengebreit"
7.6291481,48.5687434,"Beinau"
7.6275096,48.5859357,"Am Hirschberg"
7.619146,48.5692304,"Muehlgaessel"
7.6225946,48.5912651,"Schlittweg"
7.6122601,48.5749854,"Duntz"
7.6295083,48.5890416,"Am Grasweg"
7.6184185,48.5879927,"Herrenennig"
7.6241123,48.5673975,"Mattenwellau"
7.6292848,48.5722172,"Meiand"
7.635237,48.5822007,"Auf den Ziegelhof"
7.625691,48.5873294,"Rettigacker"
7.6213923,48.5701071,"Unten am Hangenbietener Weg"
7.614322,48.5774644,"Baechel"
7.6192675,48.5720775,"Kolbsheimer Weg"
7.6228057,48.5952911,"Holderhurst"
7.6188614,48.5772885,"Auf's Baechel"
7.6350224,48.5872711,"Ranstal"
7.6218028,48.5689936,"Heckenwellau"
7.6383436,48.5773574,"Schliffern"
7.6255043,48.5914946,"Hohen Stein"
7.6190008,48.5756069,"In der Riest"
7.6144503,48.5733489,"Huehnerpfad"
7.6276755,48.5964433,"Straeng"
7.6178103,48.5830075,"Todten Leh"
7.6122899,48.5901519,"Ittenheimer Strasse"
7.638773,48.5689626,"Allmend"
7.6352214,48.5793569,"Woerth"
7.6171013,48.5692204,"Krimli"
7.6140073,48.5705046,"Bossenrott"
7.6231332,48.5972688,"Kachelacker"
7.8876011,49.029011,"Col du Birkenthal"
7.6022711,48.5049205,"Neue Reben"
7.7567678,48.5796915,"Krutenau"
7.6082604,48.5090664,"Moerdergaessel"
7.6065714,48.5084356,"Die Drei Aecker"
7.6073299,48.5074354,"Hinter des Herren Tor"
7.608628,48.5085265,"Haul"
7.6069086,48.5078632,"Hinter den Drei Aeckern"
7.6065407,48.5095059,"Bei der Kirche"
7.6108284,48.5090904,"Schleif"
7.6147447,48.5024239,"Gruende"
7.6129438,48.5124558,"Buckelreben"
