"pk_device","fk_devicetype","name","lat","lon","fk_region"
"491","8","Soresina","45.28398","9.863402","9"
"492","8","Abbadia Cerreto","45.309505","9.5858","9"
"493","8","Bertonico","45.233498","9.666258","9"
"494","8","Castiraga","45.26233","9.400291","9"
"495","8","Codogno","45.159378","9.6981535","9"
"496","8","S. Rocco al Porto","45.081993","9.700792","9"
"497","8","Turano","45.250286","9.621267","9"
"498","8","Lacchiarella","45.324524","9.134529","9"
"499","8","Melegnano","45.35429","9.329242","9"
"500","8","Motta Visconti","45.281963","8.988576","9"
"501","8","Borgofranco","45.0465","11.180949","9"
"502","8","Magnacavallo","45.005142","11.178401","9"
"503","8","Monzambano","45.38916","10.69058","9"
"504","8","Ostiglia","45.07331","11.137035","9"
"505","8","Pieve di Coriano","45.033947","11.11692","9"
"506","8","Ponti sul Mincio","45.412777","10.683362","9"
"507","8","Sermide","45.004616","11.294024","9"
"508","8","Viadana","44.924698","10.517504","9"
"509","8","Casoni Borroni","45.069668","8.868902","9"
"510","8","Cornale","45.040085","8.914157","9"
"511","8","Ferrera Erbognone Est","45.11351","8.874078","9"
"512","8","Ferrera Erbognone Indipendenza","45.110832","8.868757","9"
"513","8","Galliavola","45.09513","8.820321","9"
"514","8","Mortara","45.254738","8.744156","9"
"515","8","Parona","45.281944","8.754336","9"
"516","8","Sannazzaro de Burgondi","45.102776","8.904187","9"
"517","8","Scaldasole","45.1244","8.911768","9"
"518","8","Voghera Pozzoni","44.999554","9.00845","9"
"519","8","Costa Volpino","45.82716","10.097072","9"
"520","8","Tavernola","45.716305","10.044774","9"
"521","8","Breno","45.956837","10.301065","9"
"522","8","Colico","46.12409","9.391123","9"
"523","8","Moggio","45.912792","9.497542","9"
"524","8","Bormio","46.46618","10.370589","9"
"525","8","Darfo","45.874603","10.177365","9"
"526","8","Chiavenna","46.320812","9.395592","9"
"527","8","Morbegno","46.135487","9.56624","9"
"528","8","Sondrio via Mazzini","46.167973","9.870146","9"
"529","8","Sondrio via Paribelli","46.16786","9.879211","9"
"530","8","Tirano","46.216293","10.170397","9"
"531","8","Galliate","45.489563","8.737792","9"
"532","8","Ceneselli","45.01346","11.372581","9"
"533","8","Salionze","45.403316","10.726602","9"
"534","8","Corso Firenze - Genova","44.418083","8.931648","8"
"535","15","Multedo Villa Chiesa - Genova","44.426163","8.829607","8"
"536","2","Campo Sportivo Rapallo","44.35006","9.226214","8"
"537","2","Sarzana","44.112316","9.956159","8"
"538","9","La Thuile - Les Granges","45.7369","6.96684","19"
"539","2","Potenza - Viale Firenze","40.649208","15.795197","2"
"540","7","Potenza - San Luca Branca","40.64389","15.873073","2"
"541","7","Melfi - C.da Agna","40.991314","15.640009","2"
"542","7","Lavello - Campo sportivo","41.04803","15.78538","2"
"543","7","Ferrandina - Zona industriale","40.484814","16.50084","2"
"544","7","Viggiano - Zona industriale","40.314075","15.904694","2"
"545","8","Muggia - MUGGIA","45.60858","13.750597","6"
"546","8","Mezzo Mobile (*) via S.Lorenzo in S. (staz. RFI) - TRIESTE","45.622417","13.780108","6"
"547","8","Monte S. Pantaleone - TRIESTE","45.618736","13.794506","6"
"548","8","P.zza Liberta - TRIESTE","45.657223","13.772739","6"
"549","8","Via Carpineto - TRIESTE","45.62319","13.787457","6"
"550","8","Via Pitacco - TRIESTE","45.624207","13.78026","6"
"551","8","Via Svevo - TRIESTE","45.630333","13.7807865","6"
"552","8","Via Tor Bandena - TRIESTE","45.650097","13.771035","6"
"553","8","Morsano - MORSANO AL TAGLIAMENTO","45.856926","12.925898","6"
"554","8","Filago Centro","45.633873","9.556096","9"
"555","8","Brescia Broletto","45.540066","10.22282","9"
"556","8","Fino Mornasco","45.748047","9.042599","9"
"557","8","Casirate d`Adda","45.498226","9.556242","9"
"558","8","Ospitaletto","45.553257","10.084922","9"
"559","8","Castano Primo","45.545948","8.77611","9"
"560","8","Robecchetto","45.517826","8.766567","9"
"561","8","San Giuliano Milanese","45.3962","9.282699","9"
"562","8","Turbigo","45.526558","8.736502","9"
"563","8","Schivenoglia","45.01688","11.0760975","9"
"564","8","Odolo","45.646053","10.389297","9"
"565","8","Perledo","46.01583","9.28642","9"
"566","8","Melara","45.06234","11.211381","9"
"567","9","Lecce - S. Maria Cerrate","40.459698","18.116386","13"
"568","21","Lendinuso","40.5175","18.07888","13"
"569","7","Potenza - Parco Rossellino","40.62552","15.811611","2"
"570","2","Potenza - Viale Unicef","40.62802","15.796258","2"
"571","17","EN05","41.061386","16.70083","13"
"572","8","Perugia - Fontivegge","43.104897","12.374645","18"
"573","2","Corso Europa - Via S. Martino - Genova","44.40489","8.967613","8"
"574","8","LU-Autolaboratorio-Fornoli","44.005215","10.555318","16"
"575","7","San Nicola di Melfi - Zona industriale","41.066444","15.722827","2"
"576","17","Aosta - Pépinière","45.730625","7.329796","19"
"577","21","Azienda Russo","41.546665","15.440833","13"
"578","7","Matera - La Martella","40.686707","16.547028","2"
"579","9","GAVELLO","449.2877","11.178946","5"
"580","8","CITTADELLA","44.79242","10.330985","5"
"581","2","MONTEBELLO","44.786636","10.336477","5"
"582","8","Pitelli - La Spezia","44.0963","9.882413","8"
"583","8","LU-San-Concordio","43.83357","10.501931","16"
"584","2","MS-Marina-Vecchia","44.027298","10.127446","16"
"585","9","Cengio - Rio Parasacco","44.39482","8.207422","8"
"586","8","Mezzo Mobile Arpa Pn - AZZANO DECIMO","45.885548","12.70904","6"
"587","8","Pordenone Centro 1 - PORDENONE","45.95994","12.662508","6"
"588","17","Mezzo Mobile - Via Trani","41.318054","16.294167","13"
"589","2","Brindisi - Via dei Mille","40.63875","17.938152","13"
"590","8","Brindisi - Casale","40.65008","17.94257","13"
"591","17","Brindisi - SISRI","40.624737","17.97504","13"
"592","8","Brindisi - Perrino","40.63136","17.954779","13"
"593","2","Brindisi - Cappuccini","40.630917","17.921778","13"
"594","14","Galatina - I.T.C.  La Porta","40.166946","18.174725","13"
"595","14","Brindisi - Terminal Passeggeri","40.64743","17.961687","13"
"596","17","Torchiarolo-Via Fanin SN","40.48945","18.047226","13"
"597","20","TV - Strada S. Agnese","45.654408","12.211395","20"
"598","2","Largo Pertini - Sarzana","44.111","9.95543","8"
"599","2","Lecce - Libertini","40.351944","18.176666","13"
"600","8","LU-Autolaboratorio-Fornaci-Di-Barga","44.008446","10.458203","16"
"601","8","LU-Fornoli","44.005863","10.55994","16"
"602","8","PARCO BERTOZZI","44.28561","11.873396","5"
"603","2","GR-Sonnino","42.75959","11.109663","16"
"604","20","VR - Giarol Grande","45.432987","11.030336","20"
"605","8","piazza Carlo Alberto - TRIESTE","45.642757","13.75587","6"
"606","8","MMArpa v.Ruffo - SACILE","45.95494","12.495928","6"
